USPS,ST,NAME,ZCTA5,LAT,LON
Victoria,VIC,Gooram,3666,-36.8937,145.61819
Victoria,VIC,Goulburn Weir,3608,-36.71475,145.17423
Victoria,VIC,Graytown,3608,-36.82814,144.94052
Victoria,VIC,Kelvin View,3666,-36.82757,145.6656
Victoria,VIC,Kirwans Bridge,3608,-36.72563,145.15071
Victoria,VIC,Kithbrook,3666,-36.80229,145.72232
Victoria,VIC,Koonda,3669,-36.48893,145.75086
Victoria,VIC,Locksley (Vic.),3665,-36.8422,145.32009
Victoria,VIC,Longwood (Vic.),3665,-36.80718,145.38666
Victoria,VIC,Longwood East,3666,-36.82965,145.45693
Victoria,VIC,Mangalore (Vic.),3663,-36.92464,145.17068
Victoria,VIC,Marraweeney,3669,-36.76517,145.72435
Victoria,VIC,Miepoll,3666,-36.62156,145.47467
Victoria,VIC,Mitchellstown,3608,-36.84617,145.04758
Victoria,VIC,Moglonemby,3666,-36.65697,145.54235
Victoria,VIC,Molka,3666,-36.67879,145.40823
Victoria,VIC,Moorilim,3610,-36.62502,145.30378
Victoria,VIC,Moormbool West,3523,-36.81458,144.85852
Victoria,VIC,Nagambie,3608,-36.7916,145.20633
Victoria,VIC,Pranjip,3666,-36.73702,145.37499
Victoria,VIC,Riggs Creek,3666,-36.66302,145.60304
Victoria,VIC,Ruffy,3666,-36.94594,145.48658
Victoria,VIC,Sheans Creek,3666,-36.77307,145.65216
Victoria,VIC,Strathbogie,3666,-36.87725,145.75371
Victoria,VIC,Tabilk,3607,-36.8552,145.17477
Victoria,VIC,Tamleugh,3669,-36.5887,145.58808
Victoria,VIC,Tarcombe,3666,-36.96577,145.3762
Victoria,VIC,Upotipotpon,3669,-36.49403,145.77378
Victoria,VIC,Upton Hill,3664,-36.89647,145.39407
Victoria,VIC,Violet Town,3669,-36.61681,145.71044
Victoria,VIC,Wahring,3608,-36.69704,145.24822
Victoria,VIC,Whroo,3612,-36.68807,145.05488
Victoria,VIC,Wirrate,3608,-36.76785,144.98817
Victoria,VIC,Aireys Inlet,3231,-38.43789,144.09745
Victoria,VIC,Anglesea,3230,-38.37935,144.1607
Victoria,VIC,Bambra,3241,-38.3616,143.95219
Victoria,VIC,Barrabool,3221,-38.16605,144.22763
Victoria,VIC,Bellbrae,3228,-38.34169,144.23694
Victoria,VIC,Bells Beach,3228,-38.37674,144.26039
Victoria,VIC,Benwerrin,3235,-38.49115,143.90997
Victoria,VIC,Big Hill (Surf Coast - Vic.),3555,-36.83476,144.23
Victoria,VIC,Big Hill (Surf Coast - Vic.),3231,-38.48999,144.00494
Victoria,VIC,Birregurra,3242,-38.34351,143.83564
Victoria,VIC,Boonah (Vic.),3235,-38.42564,143.97981
Victoria,VIC,Breamlea,3227,-38.29398,144.38879
Victoria,VIC,Buckley,3240,-38.21915,144.0916
Victoria,VIC,Connewarre,3227,-38.25082,144.42013
Victoria,VIC,Deans Marsh,3235,-38.40689,143.89954
Victoria,VIC,Eastern View,3231,-38.45336,144.04309
Victoria,VIC,Fairhaven,3231,-38.45503,144.08237
Victoria,VIC,Freshwater Creek,3217,-38.27019,144.24815
Victoria,VIC,Gherang,3240,-38.31109,144.10633
Victoria,VIC,Gnarwarre,3221,-38.15035,144.14385
Victoria,VIC,Inverleigh,3321,-38.10844,144.00329
Victoria,VIC,Jan Juc,3228,-38.34495,144.29913
Victoria,VIC,Lorne (Vic.),3232,-38.52328,143.91657
Victoria,VIC,Modewarre,3240,-38.26606,144.12193
Victoria,VIC,Moggs Creek,3231,-38.46226,144.06475
Victoria,VIC,Moriac,3240,-38.25021,144.17473
Victoria,VIC,Mount Duneed,3217,-38.24917,144.30066
Victoria,VIC,Mount Moriac,3240,-38.21043,144.18971
Victoria,VIC,Ombersley,3241,-38.20614,143.81503
Victoria,VIC,Paraparap,3240,-38.29876,144.18378
Victoria,VIC,Pennyroyal,3235,-38.43499,143.89035
Victoria,VIC,Torquay (Vic.),3228,-38.3127,144.32917
Victoria,VIC,Wensleydale,3241,-38.37351,144.0517
Victoria,VIC,Winchelsea,3241,-38.23356,143.94812
Victoria,VIC,Winchelsea South,3241,-38.32246,143.98296
Victoria,VIC,Wurdiboluc,3241,-38.28918,144.05135
Victoria,VIC,Annuello,3549,-34.85264,142.84647
Victoria,VIC,Bannerton,3549,-34.73779,142.79209
Victoria,VIC,Beverford,3590,-35.22378,143.46994
Victoria,VIC,Bolton,3546,-34.96158,142.93323
Victoria,VIC,Boundary Bend,3599,-34.72977,143.11004
Victoria,VIC,Bulga (Vic.),3586,-35.30452,143.35101
Victoria,VIC,Castle Donnington,3585,-35.42118,143.57546
Victoria,VIC,Chillingollah,3585,-35.27592,143.04589
Victoria,VIC,Chinangin,3544,-35.53275,143.17545
Victoria,VIC,Chinkapook,3546,-35.18157,142.945
Victoria,VIC,Cocamba,3546,-35.10997,142.90014
Victoria,VIC,Fish Point,3585,-35.44308,143.73555
Victoria,VIC,Gerahmin,3546,-35.18103,142.79555
Victoria,VIC,Goschen,3585,-35.49578,143.45248
Victoria,VIC,Gowanford,3544,-35.41078,143.19172
Victoria,VIC,Happy Valley (Swan Hill - Vic.),3360,-37.72663,143.59647
Victoria,VIC,Happy Valley (Swan Hill - Vic.),3549,-34.6952,142.71256
Victoria,VIC,Kenley,3597,-34.83215,143.30571
Victoria,VIC,Kooloonong,3597,-34.8583,143.13663
Victoria,VIC,Kunat,3585,-35.51498,143.53933
Victoria,VIC,Lake Boga,3584,-35.44773,143.65429
Victoria,VIC,Lake Powell,3597,-34.71438,142.94228
Victoria,VIC,Liparoo,3549,-34.80854,142.58042
Victoria,VIC,Manangatang,3546,-35.05488,142.90002
Victoria,VIC,Meatian,3585,-35.56958,143.35371
Victoria,VIC,Murnungin,3544,-35.61473,143.23771
Victoria,VIC,Murrawee,3586,-35.29899,143.51416
Victoria,VIC,Murraydale,3586,-35.28173,143.56634
Victoria,VIC,Narrung (Vic.),3597,-34.77706,143.22827
Victoria,VIC,Natya,3597,-34.9424,143.1871
Victoria,VIC,Nowie,3585,-35.32766,143.28456
Victoria,VIC,Nyah,3594,-35.14566,143.36225
Victoria,VIC,Nyah West,3595,-35.17827,143.3425
Victoria,VIC,Nyrraby,3585,-35.22109,143.22348
Victoria,VIC,Pental Island,3586,-35.40133,143.69167
Victoria,VIC,Piangil,3597,-35.05308,143.22739
Victoria,VIC,Pira,3585,-35.24837,143.37233
Victoria,VIC,Polisbet,3585,-35.27186,143.14734
Victoria,VIC,Robinvale,3549,-34.61591,142.7503
Victoria,VIC,Swan Hill,3585,-35.36213,143.52343
Victoria,VIC,Swan Hill West,3585,-35.3699,143.39804
Victoria,VIC,Tol Tol,3549,-34.64947,142.82943
Victoria,VIC,Towan,3596,-35.1494,143.22346
Victoria,VIC,Tresco,3583,-35.49817,143.69436
Victoria,VIC,Tresco West,3584,-35.50617,143.63687
Victoria,VIC,Tyntynder,3586,-35.24148,143.54776
Victoria,VIC,Tyntynder South,3586,-35.27798,143.51559
Victoria,VIC,Ultima,3544,-35.48005,143.26669
Victoria,VIC,Vinifera,3591,-35.21263,143.39732
Victoria,VIC,Waitchie,3544,-35.38549,143.11698
Victoria,VIC,Wemen,3549,-34.80431,142.67263
Victoria,VIC,Winlaton,3585,-35.48235,143.74705
Victoria,VIC,Winnambool,3546,-34.96013,142.76756
Victoria,VIC,Wood Wood,3596,-35.09983,143.33041
Victoria,VIC,Woorinen,3589,-35.26437,143.47189
Victoria,VIC,Woorinen North,3589,-35.23627,143.42881
Victoria,VIC,Woorinen South,3588,-35.2883,143.45497
Victoria,VIC,Bellbridge,3691,-36.09798,147.05838
Victoria,VIC,Berringama,3691,-36.1981,147.66652
Victoria,VIC,Bethanga,3691,-36.15196,147.12066
Victoria,VIC,Biggara,3707,-36.34191,147.99158
Victoria,VIC,Bullioh,3700,-36.17568,147.35928
Victoria,VIC,Bungil (Vic.),3691,-36.08417,147.40241
Victoria,VIC,Burrowye,3709,-36.02441,147.5291
Victoria,VIC,Colac Colac,3707,-36.22209,147.84406
Victoria,VIC,Corryong,3707,-36.18551,147.89944
Victoria,VIC,Cudgewa,3705,-36.15122,147.80885
Victoria,VIC,Dartmouth,3701,-36.61242,147.62297
Victoria,VIC,Eskdale (Vic.),3701,-36.52137,147.22848
Victoria,VIC,Georges Creek (Vic.),3700,-36.1533,147.25756
Victoria,VIC,Granya,3701,-36.09446,147.30683
Victoria,VIC,Guys Forest,3709,-36.08896,147.67425
Victoria,VIC,Huon,3695,-36.22937,147.07623
Victoria,VIC,Jarvis Creek,3700,-36.1761,147.19509
Victoria,VIC,Koetong,3704,-36.16054,147.50037
Victoria,VIC,Lucyvale,3691,-36.31406,147.60528
Victoria,VIC,Mitta Mitta,3701,-36.61073,147.38788
Victoria,VIC,Mount Alfred,3709,-35.99777,147.61323
Victoria,VIC,Nariel Valley,3707,-36.49982,147.83604
Victoria,VIC,Old Tallangatta,3701,-36.20119,147.24727
Victoria,VIC,Pine Mountain (Vic.),3709,-36.0129,147.83586
Victoria,VIC,Shelley (Vic.),3701,-36.20019,147.55875
Victoria,VIC,Talgarno,3691,-36.06479,147.16014
Victoria,VIC,Tallandoon,3701,-36.41181,147.2346
Victoria,VIC,Tallangatta,3700,-36.23537,147.18529
Victoria,VIC,Tallangatta East,3700,-36.21632,147.28218
Victoria,VIC,Tallangatta South,3701,-36.3338,147.28754
Victoria,VIC,Tallangatta Valley,3701,-36.32508,147.46445
Victoria,VIC,Thologolong,3691,-35.98891,147.42107
Victoria,VIC,Thowgla Valley,3707,-36.27069,147.92866
Victoria,VIC,Tintaldra,3708,-36.05404,147.921
Victoria,VIC,Towong,3707,-36.11955,147.97487
Victoria,VIC,Towong Upper,3707,-36.2098,148.01086
Victoria,VIC,Walwa,3709,-35.99525,147.73906
Victoria,VIC,Archerton,3723,-36.87342,146.2114
Victoria,VIC,Bobinawarrah,3678,-36.53531,146.48577
Victoria,VIC,Boorhaman,3678,-36.22917,146.31867
Victoria,VIC,Boorhaman East,3678,-36.16262,146.3344
Victoria,VIC,Boorhaman North,3685,-36.10156,146.24539
Victoria,VIC,Boralma,3682,-36.23752,146.39952
Victoria,VIC,Boweya,3675,-36.27214,146.12169
Victoria,VIC,Bowmans Forest,3735,-36.46635,146.62943
Victoria,VIC,Bowser,3678,-36.31019,146.36207
Victoria,VIC,Byawatha,3678,-36.28869,146.47271
Victoria,VIC,Carboor,3678,-36.64636,146.55528
Victoria,VIC,Cheshunt,3678,-36.8276,146.41847
Victoria,VIC,Cheshunt South,3678,-36.93477,146.41616
Victoria,VIC,Docker,3678,-36.50744,146.36811
Victoria,VIC,Dockers Plains,3678,-36.28765,146.338
Victoria,VIC,East Wangaratta,3678,-36.36283,146.38005
Victoria,VIC,Edi,3678,-36.65004,146.40707
Victoria,VIC,Edi Upper,3678,-36.74349,146.52519
Victoria,VIC,Eldorado,3746,-36.31328,146.55393
Victoria,VIC,Everton,3678,-36.44291,146.55243
Victoria,VIC,Everton Upper,3678,-36.37691,146.57018
Victoria,VIC,Glenrowan,3675,-36.45879,146.21494
Victoria,VIC,Greta (Vic.),3675,-36.54134,146.28095
Victoria,VIC,Greta South,3675,-36.64928,146.26497
Victoria,VIC,Greta West,3675,-36.5442,146.23741
Victoria,VIC,Hansonville,3675,-36.61987,146.28669
Victoria,VIC,Killawarra (Vic.),3678,-36.25063,146.20801
Victoria,VIC,King Valley,3678,-36.69478,146.40161
Victoria,VIC,Laceby,3678,-36.44853,146.29371
Victoria,VIC,Londrigan,3678,-36.34439,146.45004
Victoria,VIC,Markwood,3678,-36.47551,146.50661
Victoria,VIC,Meadow Creek,3678,-36.60236,146.44893
Victoria,VIC,Milawa,3678,-36.45605,146.44895
Victoria,VIC,Moyhu,3732,-36.59976,146.37198
Victoria,VIC,Murmungee,3747,-36.44877,146.67077
Victoria,VIC,Myrrhee,3732,-36.74419,146.3094
Victoria,VIC,North Wangaratta,3678,-36.32091,146.34429
Victoria,VIC,Oxley (Vic.),3678,-36.44917,146.37683
Victoria,VIC,Oxley Flats,3678,-36.3981,146.39063
Victoria,VIC,Peechelba,3678,-36.16798,146.19158
Victoria,VIC,Peechelba East,3678,-36.15547,146.25909
Victoria,VIC,Rose River,3678,-36.91811,146.58223
Victoria,VIC,Springhurst,3682,-36.2117,146.45228
Victoria,VIC,Tarrawingee,3678,-36.38943,146.46704
Victoria,VIC,Tolmie,3723,-36.91076,146.27717
Victoria,VIC,Waldara,3678,-36.31967,146.28382
Victoria,VIC,Wangandary,3678,-36.32889,146.23447
Victoria,VIC,Wangaratta (Vic.),3677,-36.36637,146.31853
Victoria,VIC,Wangaratta South,3678,-36.39747,146.24578
Victoria,VIC,Whitfield (Vic.),3733,-36.75361,146.41704
Victoria,VIC,Whitlands,3678,-36.81129,146.34552
Victoria,VIC,Whorouly,3735,-36.51909,146.58404
Victoria,VIC,Whorouly East,3735,-36.54269,146.63689
Victoria,VIC,Whorouly South,3735,-36.59239,146.60384
Victoria,VIC,Allansford,3277,-38.4039,142.61924
Victoria,VIC,Bushfield,3281,-38.32505,142.51996
Victoria,VIC,Dennington,3280,-38.35546,142.43105
Victoria,VIC,Illowa,3282,-38.33625,142.40367
Victoria,VIC,Warrnambool,3280,-38.36979,142.49677
Victoria,VIC,Woodford (Vic.),3281,-38.31532,142.48624
Victoria,VIC,Yangery,3283,-38.31916,142.43956
Victoria,VIC,Airly,3851,-38.02921,147.09942
Victoria,VIC,Alberton (Vic.),3971,-38.61624,146.6427
Victoria,VIC,Alberton West,3971,-38.60079,146.58058
Victoria,VIC,Balook,3971,-38.42236,146.5525
Victoria,VIC,Binginwarri,3966,-38.59432,146.44841
Victoria,VIC,Blackwarry,3844,-38.41288,146.63069
Victoria,VIC,Boisdale,3860,-37.85671,146.93129
Victoria,VIC,Briagolong,3860,-37.80907,147.10653
Victoria,VIC,Bundalaguah,3851,-38.02433,147.02189
Victoria,VIC,Bushy Park (Vic.),3860,-37.85878,147.0201
Victoria,VIC,Callignee North,3844,-38.30119,146.63621
Victoria,VIC,Callignee South,3844,-38.37952,146.60648
Victoria,VIC,Calrossie,3971,-38.49992,146.66945
Victoria,VIC,Carrajung,3844,-38.37539,146.675
Victoria,VIC,Carrajung Lower,3844,-38.38985,146.7309
Victoria,VIC,Carrajung South,3844,-38.40126,146.80232
Victoria,VIC,Clydebank,3851,-38.04728,147.19213
Victoria,VIC,Cobains,3851,-38.07683,147.13979
Victoria,VIC,Coongulla,3860,-37.87278,146.76972
Victoria,VIC,Cowwarr,3857,-38.02672,146.6666
Victoria,VIC,Crooked River,3862,-37.38776,147.00436
Victoria,VIC,Dargo,3862,-37.32238,147.30201
Victoria,VIC,Darriman,3851,-38.40947,146.95325
Victoria,VIC,Dawson (Vic.),3858,-37.97457,146.6838
Victoria,VIC,Denison,3858,-38.03907,146.85283
Victoria,VIC,Devon North,3971,-38.53564,146.61417
Victoria,VIC,Dutson,3851,-38.18066,147.23519
Victoria,VIC,Dutson Downs,3851,-38.20356,147.32474
Victoria,VIC,East Sale,3852,-38.10407,147.14061
Victoria,VIC,Fernbank,3864,-37.86388,147.32679
Victoria,VIC,Flynn (Vic.),3844,-38.19686,146.67805
Victoria,VIC,Fulham (Vic.),3851,-38.08259,146.96751
Victoria,VIC,Gelliondale,3971,-38.62459,146.60116
Victoria,VIC,Giffard,3851,-38.39059,147.10524
Victoria,VIC,Giffard West,3851,-38.38177,146.99741
Victoria,VIC,Glengarry (Vic.),3854,-38.12369,146.63821
Victoria,VIC,Glenmaggie,3858,-37.8195,146.66407
Victoria,VIC,Glomar Beach,3851,-38.29853,147.28014
Victoria,VIC,Golden Beach (Vic.),3851,-38.22985,147.36615
Victoria,VIC,Gormandale,3873,-38.30338,146.71985
Victoria,VIC,Hawkhurst,3862,-37.44888,147.1722
Victoria,VIC,Hedley,3967,-38.66453,146.55563
Victoria,VIC,Heyfield,3858,-37.9719,146.7884
Victoria,VIC,Hiamdale,3847,-38.26847,146.74078
Victoria,VIC,Hiawatha,3971,-38.53261,146.44053
Victoria,VIC,Hollands Landing,3862,-38.05165,147.46361
Victoria,VIC,Hunterston,3971,-38.61654,146.81255
Victoria,VIC,Jack River,3971,-38.57018,146.55393
Victoria,VIC,Kilmany,3851,-38.12234,146.91784
Victoria,VIC,Langsborough,3971,-38.64944,146.67396
Victoria,VIC,Licola,3858,-37.60273,146.59225
Victoria,VIC,Llowalong,3862,-37.90542,147.04173
Victoria,VIC,Loch Sport,3851,-38.04369,147.5859
Victoria,VIC,Longford (Vic.),3851,-38.23786,147.09247
Victoria,VIC,Macks Creek,3971,-38.46578,146.61213
Victoria,VIC,Madalya,3971,-38.49268,146.50899
Victoria,VIC,Maffra (Vic.),3860,-37.9639,146.99692
Victoria,VIC,Maffra West Upper,3859,-37.87246,146.82516
Victoria,VIC,Manns Beach,3971,-38.66227,146.79795
Victoria,VIC,McLoughlins Beach,3874,-38.60866,146.8885
Victoria,VIC,Meerlieu,3862,-38.01299,147.3987
Victoria,VIC,Montgomery,3851,-38.03949,147.06316
Victoria,VIC,Moornapa,3862,-37.7043,147.18337
Victoria,VIC,Munro,3862,-37.89841,147.2134
Victoria,VIC,Myrtlebank,3851,-38.07116,147.034
Victoria,VIC,Nambrok,3847,-38.08666,146.85306
Victoria,VIC,Newry,3859,-37.89723,146.89662
Victoria,VIC,Paradise Beach,3851,-38.19193,147.41614
Victoria,VIC,Pearsondale,3851,-38.12997,147.0325
Victoria,VIC,Perry Bridge,3862,-37.98368,147.26274
Victoria,VIC,Port Albert,3971,-38.68567,146.65718
Victoria,VIC,Riverslea,3860,-38.00673,146.94461
Victoria,VIC,Robertsons Beach,3971,-38.66495,146.74169
Victoria,VIC,Rosedale (Vic.),3847,-38.18149,146.85003
Victoria,VIC,Sale,3850,-38.10695,147.07765
Victoria,VIC,Seacombe,3851,-38.13303,147.42455
Victoria,VIC,Seaspray,3851,-38.33106,147.16917
Victoria,VIC,Seaton (Vic.),3858,-37.94196,146.68835
Victoria,VIC,Staceys Bridge,3971,-38.55694,146.51326
Victoria,VIC,Stockdale,3862,-37.82552,147.19541
Victoria,VIC,Stradbroke,3851,-38.27302,147.0401
Victoria,VIC,Stratford (Vic.),3862,-37.94614,147.11646
Victoria,VIC,Tarra Valley,3971,-38.46914,146.57095
Victoria,VIC,Tarraville,3971,-38.6258,146.74014
Victoria,VIC,The Heart,3851,-38.11367,147.16711
Victoria,VIC,The Honeysuckles,3851,-38.33603,147.23568
Victoria,VIC,Tinamba,3859,-37.97411,146.87466
Victoria,VIC,Tinamba West,3859,-37.92259,146.84105
Victoria,VIC,Toongabbie (Vic.),3856,-38.03541,146.5886
Victoria,VIC,Valencia Creek,3860,-37.77296,146.98648
Victoria,VIC,Willung,3847,-38.26563,146.84101
Victoria,VIC,Willung South,3847,-38.32297,146.84609
Victoria,VIC,Winnindoo,3858,-38.07645,146.75305
Victoria,VIC,Won Wron,3971,-38.46425,146.73356
Victoria,VIC,Wonyip,3962,-38.54497,146.37876
Victoria,VIC,Woodside (Vic.),3874,-38.53771,146.92113
Victoria,VIC,Woodside Beach,3874,-38.54613,146.97778
Victoria,VIC,Woolenook,3860,-37.70566,147.04056
Victoria,VIC,Wurruk,3850,-38.11048,147.03351
Victoria,VIC,Yarram,3971,-38.56149,146.72235
Victoria,VIC,Apsley (Vic.),3319,-36.97906,141.09129
Victoria,VIC,Benayeo,3319,-36.84324,141.046
Victoria,VIC,Bringalbert,3319,-36.84146,141.18238
Victoria,VIC,Charam,3318,-36.94966,141.51381
Victoria,VIC,Chetwynd,3312,-37.30181,141.38927
Victoria,VIC,Connewirricoo,3318,-37.17909,141.47392
Victoria,VIC,Dergholm,3312,-37.34073,141.20054
Victoria,VIC,Dorodong,3312,-37.31946,141.05346
Victoria,VIC,Douglas (Vic.),3409,-37.03833,141.70498
Victoria,VIC,Edenhope,3318,-37.0652,141.30776
Victoria,VIC,Goroke,3412,-36.66255,141.49006
Victoria,VIC,Gymbowen,3401,-36.75449,141.62721
Victoria,VIC,Harrow,3317,-37.14389,141.59789
Victoria,VIC,Kadnook,3318,-37.17226,141.38103
Victoria,VIC,Kaniva,3419,-36.40689,141.24955
Victoria,VIC,Karnak,3401,-36.84394,141.49656
Victoria,VIC,Langkoop,3318,-37.10043,141.07997
Victoria,VIC,Lawloit,3418,-36.45665,141.45353
Victoria,VIC,Lillimur,3420,-36.45101,141.13166
Victoria,VIC,Miga Lake,3409,-36.85176,141.63735
Victoria,VIC,Minimay,3413,-36.71077,141.19978
Victoria,VIC,Miram,3415,-36.37199,141.38512
Victoria,VIC,Mitre,3409,-36.7167,141.78977
Victoria,VIC,Neuarpurr,3413,-36.70184,141.05949
Victoria,VIC,Nurcoung,3401,-36.63074,141.68849
Victoria,VIC,Ozenkadnook,3413,-36.83994,141.34541
Victoria,VIC,Patyah,3318,-36.89476,141.27274
Victoria,VIC,Peronne,3413,-36.647,141.36156
Victoria,VIC,Poolaijelo,3312,-37.18358,141.0779
Victoria,VIC,Powers Creek,3312,-37.22169,141.25355
Victoria,VIC,Serviceton,3420,-36.38937,141.02632
Victoria,VIC,Telopea Downs,3420,-36.02402,141.1218
Victoria,VIC,Ullswater,3318,-36.91696,141.41512
Victoria,VIC,Wombelano,3409,-37.02261,141.57017
Victoria,VIC,Balwyn North,3104,-37.79078,145.08524
Victoria,VIC,Blackburn,3130,-37.82155,145.15203
Victoria,VIC,Blackburn North,3130,-37.80459,145.15507
Victoria,VIC,Blackburn South,3130,-37.83926,145.14662
Victoria,VIC,Box Hill (Vic.),3128,-37.82151,145.12618
Victoria,VIC,Box Hill North,3129,-37.80538,145.12901
Victoria,VIC,Box Hill South,3128,-37.83678,145.12323
Victoria,VIC,Burwood (Vic.),3125,-37.84873,145.11361
Victoria,VIC,Burwood East,3151,-37.85371,145.15035
Victoria,VIC,Forest Hill (Vic.),3131,-37.84138,145.17103
Victoria,VIC,Mitcham (Vic.),3132,-37.81695,145.199
Victoria,VIC,Mont Albert,3127,-37.81786,145.10764
Victoria,VIC,Mont Albert North,3129,-37.80278,145.11019
Victoria,VIC,Nunawading,3131,-37.81692,145.17652
Victoria,VIC,Surrey Hills,3127,-37.82528,145.09957
Victoria,VIC,Vermont,3133,-37.83873,145.19949
Victoria,VIC,Vermont South,3133,-37.85528,145.18976
Victoria,VIC,Beveridge,3753,-37.47561,144.96796
Victoria,VIC,Bundoora (Vic.),3083,-37.70282,145.06449
Victoria,VIC,Donnybrook (Vic.),3064,-37.54032,144.99276
Victoria,VIC,Doreen,3754,-37.59818,145.14482
Victoria,VIC,Eden Park,3757,-37.48769,145.07067
Victoria,VIC,Epping (Vic.),3076,-37.64299,145.01026
Victoria,VIC,Humevale,3757,-37.50305,145.19387
Victoria,VIC,Kinglake West,3757,-37.47733,145.25078
Victoria,VIC,Lalor,3075,-37.66737,145.01335
Victoria,VIC,Mernda,3754,-37.59224,145.08163
Victoria,VIC,Mill Park,3082,-37.66409,145.06521
Victoria,VIC,South Morang,3752,-37.63733,145.08291
Victoria,VIC,Thomastown,3074,-37.68322,145.01152
Victoria,VIC,Whittlesea,3757,-37.46742,145.14395
Victoria,VIC,Wollert,3750,-37.59088,145.00394
Victoria,VIC,Woodstock (Vic.),3751,-37.54475,145.0614
Victoria,VIC,Yan Yean,3755,-37.55077,145.13203
Victoria,VIC,Bandiana,3691,-36.13127,146.92081
Victoria,VIC,Baranduda,3691,-36.18457,146.96049
Victoria,VIC,Barnawartha North,3691,-36.0794,146.7555
Victoria,VIC,Bonegilla,3691,-36.14448,146.9889
Victoria,VIC,Castle Creek (Vic.),3691,-36.18338,146.82711
Victoria,VIC,Ebden,3691,-36.15905,147.03622
Victoria,VIC,Gateway Island,3691,-36.09485,146.89677
Victoria,VIC,Huon Creek,3691,-36.15587,146.82031
Victoria,VIC,Killara (Wodonga - Vic.),3312,-37.75708,141.40699
Victoria,VIC,Killara (Wodonga - Vic.),3691,-36.14066,146.9487
Victoria,VIC,Leneva,3691,-36.20491,146.86046
Victoria,VIC,Staghorn Flat,3691,-36.24004,146.94125
Victoria,VIC,West Wodonga,3690,-36.10089,146.8211
Victoria,VIC,Wodonga,3690,-36.12578,146.88243
Victoria,VIC,Hoppers Crossing,3029,-37.86897,144.70068
Victoria,VIC,Laverton (Vic.),3028,-37.85785,144.76565
Victoria,VIC,Laverton North,3026,-37.8336,144.78698
Victoria,VIC,Little River (Vic.),3211,-37.9352,144.4758
Victoria,VIC,Mambourin,3024,-37.89993,144.55753
Victoria,VIC,Mount Cottrell,3024,-37.79318,144.62928
Victoria,VIC,Point Cook,3030,-37.90542,144.74287
Victoria,VIC,Tarneit,3029,-37.83638,144.66432
Victoria,VIC,Truganina,3029,-37.80787,144.72344
Victoria,VIC,Werribee,3030,-37.90788,144.64562
Victoria,VIC,Werribee South,3030,-37.94332,144.70014
Victoria,VIC,Williams Landing,3027,-37.86309,144.74422
Victoria,VIC,Wyndham Vale,3024,-37.85891,144.60343
Victoria,VIC,Abbotsford (Vic.),3067,-37.80387,145.00358
Victoria,VIC,Alphington,3078,-37.77809,145.03221
Victoria,VIC,Burnley,3121,-37.82978,145.01726
Victoria,VIC,Carlton North,3054,-37.78564,144.96843
Victoria,VIC,Clifton Hill,3068,-37.78971,144.99682
Victoria,VIC,Collingwood (Vic.),3066,-37.80195,144.98808
Victoria,VIC,Cremorne (Vic.),3121,-37.82946,144.99293
Victoria,VIC,Fairfield (Vic.),3078,-37.7844,145.01428
Victoria,VIC,Fitzroy (Vic.),3065,-37.80092,144.97919
Victoria,VIC,Fitzroy North,3068,-37.78356,144.98573
Victoria,VIC,Princes Hill,3054,-37.78191,144.966
Victoria,VIC,Richmond (Vic.),3121,-37.82212,145.00286
